227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.185145774
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.694738721
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.144453019
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.569441382
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.422186367
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.604367286
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.893944803
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.654066956
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.863311563
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.671983829
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.513943066
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.11994831
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.494007218
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.581205717
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.112412387
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.743950418
227f3b0f-9cda-40f8-b6cf-b4a214bcd50f,7.289875009
89f59f9e-713d-48b7-825e-096c5bf61022,5.928443546
89f59f9e-713d-48b7-825e-096c5bf61023,5.875149516
89f59f9e-713d-48b7-825e-096c5bf61024,4.896527005
89f59f9e-713d-48b7-825e-096c5bf61025,4.217195857
89f59f9e-713d-48b7-825e-096c5bf61026,5.865247979
89f59f9e-713d-48b7-825e-096c5bf61027,5.158147169
89f59f9e-713d-48b7-825e-096c5bf61028,4.472581498
89f59f9e-713d-48b7-825e-096c5bf61029,4.676866772
89f59f9e-713d-48b7-825e-096c5bf61030,4.599936412
89f59f9e-713d-48b7-825e-096c5bf61031,4.716568607
89f59f9e-713d-48b7-825e-096c5bf61032,4.923678367
89f59f9e-713d-48b7-825e-096c5bf61033,4.397228136
89f59f9e-713d-48b7-825e-096c5bf61034,5.9993066
89f59f9e-713d-48b7-825e-096c5bf61035,4.525449126
89f59f9e-713d-48b7-825e-096c5bf61036,5.282237498
89f59f9e-713d-48b7-825e-096c5bf61037,5.66448343
89f59f9e-713d-48b7-825e-096c5bf61038,4.868699829
89f59f9e-713d-48b7-825e-096c5bf61039,5.19389731
89f59f9e-713d-48b7-825e-096c5bf61040,4.160757289
89f59f9e-713d-48b7-825e-096c5bf61041,4.065107291
89f59f9e-713d-48b7-825e-096c5bf61042,5.897252185
89f59f9e-713d-48b7-825e-096c5bf61043,4.496906587
89f59f9e-713d-48b7-825e-096c5bf61044,4.346573379
89f59f9e-713d-48b7-825e-096c5bf61045,4.138598634
89f59f9e-713d-48b7-825e-096c5bf61046,5.390296671
89f59f9e-713d-48b7-825e-096c5bf61047,4.526234121
89f59f9e-713d-48b7-825e-096c5bf61048,4.655724665
89f59f9e-713d-48b7-825e-096c5bf61049,4.005954786
89f59f9e-713d-48b7-825e-096c5bf61050,4.42533095
89f59f9e-713d-48b7-825e-096c5bf61051,5.442266451
89f59f9e-713d-48b7-825e-096c5bf61052,4.26292465
89f59f9e-713d-48b7-825e-096c5bf61053,4.284091503
89f59f9e-713d-48b7-825e-096c5bf61054,5.810511603
89f59f9e-713d-48b7-825e-096c5bf61055,4.269040722
89f59f9e-713d-48b7-825e-096c5bf61056,4.973723156
89f59f9e-713d-48b7-825e-096c5bf61057,4.4582379
89f59f9e-713d-48b7-825e-096c5bf61058,4.932474265
89f59f9e-713d-48b7-825e-096c5bf61059,4.792850427
89f59f9e-713d-48b7-825e-096c5bf61060,5.471293036
89f59f9e-713d-48b7-825e-096c5bf61061,4.982406802
